_id,userId,skillName,proficiency,isVerified
6612388fc478ba97b06a70b5,66123830c478ba97b06a6c82,AWS Lambda,Excellent,True
6612388fc478ba97b06a70b6,66123830c478ba97b06a6c82,ADF,Excellent,True
6612388fc478ba97b06a70b7,66123830c478ba97b06a6c83,Angular,Beginner,True
6612388fc478ba97b06a70b8,66123830c478ba97b06a6c83,Snowflake,Beginner,True
6612388fc478ba97b06a70b9,66123830c478ba97b06a6c83,React Native,Amateur,True
6612388fc478ba97b06a70ba,66123830c478ba97b06a6c84,Alteryx,Excellent,True
6612388fc478ba97b06a70bb,66123830c478ba97b06a6c84,React Native,Excellent,True
6612388fc478ba97b06a70bc,66123830c478ba97b06a6c84,AWS Lambda,Amateur,True
6612388fc478ba97b06a70bd,66123830c478ba97b06a6c85,PHP,Beginner,True
6612388fc478ba97b06a70be,66123830c478ba97b06a6c85,React,Beginner,True
6612388fc478ba97b06a70bf,66123830c478ba97b06a6c85,React Native,Amateur,True
6612388fc478ba97b06a70c0,66123830c478ba97b06a6c86,PHP,Amateur,True
6612388fc478ba97b06a70c1,66123830c478ba97b06a6c86,React Native,Amateur,True
6612388fc478ba97b06a70c2,66123830c478ba97b06a6c86,Alteryx,Amateur,True
6612388fc478ba97b06a70c3,66123830c478ba97b06a6c87,ADF,Excellent,True
6612388fc478ba97b06a70c4,66123830c478ba97b06a6c87,PHP,Excellent,True
6612388fc478ba97b06a70c5,66123830c478ba97b06a6c87,Power BI,Amateur,True
6612388fc478ba97b06a70c6,66123830c478ba97b06a6c88,Alteryx,Beginner,True
6612388fc478ba97b06a70c7,66123830c478ba97b06a6c88,Angular,Beginner,True
6612388fc478ba97b06a70c8,66123830c478ba97b06a6c88,React Native,Beginner,True
6612388fc478ba97b06a70c9,66123830c478ba97b06a6c89,SQL,Amateur,True
6612388fc478ba97b06a70ca,66123830c478ba97b06a6c89,ADF,Beginner,True
6612388fc478ba97b06a70cb,66123830c478ba97b06a6c89,React Native,Beginner,True
6612388fc478ba97b06a70cc,66123830c478ba97b06a6c8a,Alteryx,Amateur,True
6612388fc478ba97b06a70cd,66123830c478ba97b06a6c8a,React Native,Excellent,True
6612388fc478ba97b06a70ce,66123830c478ba97b06a6c8a,Python,Beginner,True
6612388fc478ba97b06a70cf,66123830c478ba97b06a6c8b,AWS Lambda,Beginner,True
6612388fc478ba97b06a70d0,66123830c478ba97b06a6c8b,Angular,Beginner,True
6612388fc478ba97b06a70d1,66123830c478ba97b06a6c8b,Javascript,Beginner,True
6612388fc478ba97b06a70d2,66123831c478ba97b06a6c8c,Angular,Excellent,True
6612388fc478ba97b06a70d3,66123831c478ba97b06a6c8c,React,Excellent,True
6612388fc478ba97b06a70d4,66123831c478ba97b06a6c8c,Power BI,Beginner,True
6612388fc478ba97b06a70d5,66123831c478ba97b06a6c8d,Snowflake,Beginner,True
6612388fc478ba97b06a70d6,66123831c478ba97b06a6c8d,Angular,Amateur,True
6612388fc478ba97b06a70d7,66123831c478ba97b06a6c8d,React Native,Amateur,True
6612388fc478ba97b06a70d8,66123831c478ba97b06a6c8e,AWS Lambda,Excellent,True
6612388fc478ba97b06a70d9,66123831c478ba97b06a6c8e,React,Excellent,True
6612388fc478ba97b06a70da,66123831c478ba97b06a6c8e,Alteryx,Beginner,True
6612388fc478ba97b06a70db,66123831c478ba97b06a6c8f,Snowflake,Excellent,True
6612388fc478ba97b06a70dc,66123831c478ba97b06a6c8f,React Native,Beginner,True
6612388fc478ba97b06a70dd,66123831c478ba97b06a6c8f,ADF,Excellent,True
6612388fc478ba97b06a70de,66123831c478ba97b06a6c90,AWS Lambda,Excellent,True
6612388fc478ba97b06a70df,66123831c478ba97b06a6c90,ADF,Excellent,True
6612388fc478ba97b06a70e0,66123831c478ba97b06a6c90,Alteryx,Excellent,True
6612388fc478ba97b06a70e1,66123831c478ba97b06a6c91,Javascript,Beginner,True
6612388fc478ba97b06a70e2,66123831c478ba97b06a6c91,ADF,Excellent,True
6612388fc478ba97b06a70e3,66123831c478ba97b06a6c91,AWS Lambda,Amateur,True
66123890c478ba97b06a70e4,66123831c478ba97b06a6c92,SQL,Beginner,True
66123890c478ba97b06a70e5,66123831c478ba97b06a6c92,ADF,Excellent,True
66123890c478ba97b06a70e6,66123831c478ba97b06a6c92,Power BI,Amateur,True
66123890c478ba97b06a70e7,66123831c478ba97b06a6c93,Angular,Excellent,True
66123890c478ba97b06a70e8,66123831c478ba97b06a6c93,Javascript,Amateur,True
66123890c478ba97b06a70e9,66123831c478ba97b06a6c93,Power BI,Beginner,True
66123890c478ba97b06a70ea,66123831c478ba97b06a6c94,AWS Lambda,Beginner,True
66123890c478ba97b06a70eb,66123831c478ba97b06a6c94,SQL,Amateur,True
66123890c478ba97b06a70ec,66123831c478ba97b06a6c94,Angular,Excellent,True
66123890c478ba97b06a70ed,66123831c478ba97b06a6c95,Javascript,Excellent,True
66123890c478ba97b06a70ee,66123831c478ba97b06a6c95,PHP,Beginner,True
66123890c478ba97b06a70ef,66123831c478ba97b06a6c95,Angular,Amateur,True
66123890c478ba97b06a70f0,66123831c478ba97b06a6c96,PHP,Beginner,True
66123890c478ba97b06a70f1,66123831c478ba97b06a6c96,Alteryx,Amateur,True
66123890c478ba97b06a70f2,66123831c478ba97b06a6c96,Snowflake,Amateur,True
66123890c478ba97b06a70f3,66123831c478ba97b06a6c97,Snowflake,Beginner,True
66123890c478ba97b06a70f4,66123831c478ba97b06a6c97,AWS Lambda,Beginner,True
66123890c478ba97b06a70f5,66123831c478ba97b06a6c97,PHP,Excellent,True
66123890c478ba97b06a70f6,66123832c478ba97b06a6c98,SQL,Beginner,True
66123890c478ba97b06a70f7,66123832c478ba97b06a6c98,AWS Lambda,Excellent,True
66123890c478ba97b06a70f8,66123832c478ba97b06a6c98,PHP,Excellent,True
66123890c478ba97b06a70f9,66123832c478ba97b06a6c99,React Native,Excellent,True
66123890c478ba97b06a70fa,66123832c478ba97b06a6c99,React,Beginner,True
66123890c478ba97b06a70fb,66123832c478ba97b06a6c99,Python,Excellent,True
66123890c478ba97b06a70fc,66123832c478ba97b06a6c9a,Python,Beginner,True
66123890c478ba97b06a70fd,66123832c478ba97b06a6c9a,SQL,Amateur,True
66123890c478ba97b06a70fe,66123832c478ba97b06a6c9a,React Native,Excellent,True
66123890c478ba97b06a70ff,66123832c478ba97b06a6c9b,Javascript,Beginner,True
66123890c478ba97b06a7100,66123832c478ba97b06a6c9b,React,Excellent,True
66123890c478ba97b06a7101,66123832c478ba97b06a6c9b,Power BI,Beginner,True
66123890c478ba97b06a7102,66123832c478ba97b06a6c9c,Javascript,Beginner,True
66123890c478ba97b06a7103,66123832c478ba97b06a6c9c,Angular,Excellent,True
66123890c478ba97b06a7104,66123832c478ba97b06a6c9c,Python,Amateur,True
66123890c478ba97b06a7105,66123832c478ba97b06a6c9d,Angular,Beginner,True
66123890c478ba97b06a7106,66123832c478ba97b06a6c9d,PHP,Excellent,True
66123890c478ba97b06a7107,66123832c478ba97b06a6c9d,SQL,Excellent,True
66123890c478ba97b06a7108,66123832c478ba97b06a6c9e,React Native,Beginner,True
66123890c478ba97b06a7109,66123832c478ba97b06a6c9e,Javascript,Excellent,True
66123890c478ba97b06a710a,66123832c478ba97b06a6c9e,PHP,Amateur,True
66123890c478ba97b06a710b,66123832c478ba97b06a6c9f,SQL,Amateur,True
66123890c478ba97b06a710c,66123832c478ba97b06a6c9f,React Native,Excellent,True
66123890c478ba97b06a710d,66123832c478ba97b06a6c9f,PHP,Excellent,True
66123890c478ba97b06a710e,66123832c478ba97b06a6ca0,Javascript,Excellent,True
66123890c478ba97b06a710f,66123832c478ba97b06a6ca0,React Native,Beginner,True
66123890c478ba97b06a7110,66123832c478ba97b06a6ca0,Angular,Beginner,True
66123890c478ba97b06a7111,66123832c478ba97b06a6ca1,Snowflake,Beginner,True
66123890c478ba97b06a7112,66123832c478ba97b06a6ca1,Python,Excellent,True
66123890c478ba97b06a7113,66123832c478ba97b06a6ca1,Power BI,Amateur,True
66123890c478ba97b06a7114,66123832c478ba97b06a6ca2,React,Amateur,True
66123890c478ba97b06a7115,66123832c478ba97b06a6ca2,SQL,Amateur,True
66123890c478ba97b06a7116,66123832c478ba97b06a6ca2,ADF,Excellent,True
66123890c478ba97b06a7117,66123832c478ba97b06a6ca3,AWS Lambda,Excellent,True
66123890c478ba97b06a7118,66123832c478ba97b06a6ca3,React,Amateur,True
66123890c478ba97b06a7119,66123832c478ba97b06a6ca3,Alteryx,Amateur,True
66123890c478ba97b06a711a,66123832c478ba97b06a6ca4,Angular,Amateur,True
66123890c478ba97b06a711b,66123832c478ba97b06a6ca4,Power BI,Excellent,True
66123890c478ba97b06a711c,66123832c478ba97b06a6ca4,React,Amateur,True
66123890c478ba97b06a711d,66123832c478ba97b06a6ca5,Snowflake,Beginner,True
66123890c478ba97b06a711e,66123832c478ba97b06a6ca5,PHP,Beginner,True
66123890c478ba97b06a711f,66123832c478ba97b06a6ca5,React,Excellent,True
66123890c478ba97b06a7120,66123832c478ba97b06a6ca6,Snowflake,Amateur,True
66123890c478ba97b06a7121,66123832c478ba97b06a6ca6,AWS Lambda,Amateur,True
66123890c478ba97b06a7122,66123832c478ba97b06a6ca6,Python,Amateur,True
66123890c478ba97b06a7123,66123832c478ba97b06a6ca7,Python,Beginner,True
66123890c478ba97b06a7124,66123832c478ba97b06a6ca7,Snowflake,Amateur,True
66123890c478ba97b06a7125,66123832c478ba97b06a6ca7,React,Excellent,True
66123890c478ba97b06a7126,66123832c478ba97b06a6ca8,PHP,Beginner,True
66123890c478ba97b06a7127,66123832c478ba97b06a6ca8,Python,Excellent,True
66123890c478ba97b06a7128,66123832c478ba97b06a6ca8,Alteryx,Beginner,True
66123890c478ba97b06a7129,66123833c478ba97b06a6ca9,Snowflake,Beginner,True
66123890c478ba97b06a712a,66123833c478ba97b06a6ca9,SQL,Beginner,True
66123890c478ba97b06a712b,66123833c478ba97b06a6ca9,Alteryx,Amateur,True
66123891c478ba97b06a712c,66123833c478ba97b06a6caa,PHP,Amateur,True
66123891c478ba97b06a712d,66123833c478ba97b06a6caa,Alteryx,Beginner,True
66123891c478ba97b06a712e,66123833c478ba97b06a6caa,Power BI,Beginner,True
66123891c478ba97b06a712f,66123833c478ba97b06a6cab,Python,Amateur,True
66123891c478ba97b06a7130,66123833c478ba97b06a6cab,Power BI,Beginner,True
66123891c478ba97b06a7131,66123833c478ba97b06a6cab,AWS Lambda,Excellent,True
66123891c478ba97b06a7132,66123833c478ba97b06a6cac,Snowflake,Excellent,True
66123891c478ba97b06a7133,66123833c478ba97b06a6cac,AWS Lambda,Beginner,True
66123891c478ba97b06a7134,66123833c478ba97b06a6cac,Angular,Amateur,True
66123891c478ba97b06a7135,66123833c478ba97b06a6cad,Snowflake,Amateur,True
66123891c478ba97b06a7136,66123833c478ba97b06a6cad,AWS Lambda,Beginner,True
66123891c478ba97b06a7137,66123833c478ba97b06a6cad,Angular,Amateur,True
66123891c478ba97b06a7138,66123833c478ba97b06a6cae,Javascript,Excellent,True
66123891c478ba97b06a7139,66123833c478ba97b06a6cae,Snowflake,Beginner,True
66123891c478ba97b06a713a,66123833c478ba97b06a6cae,React Native,Excellent,True
66123891c478ba97b06a713b,66123833c478ba97b06a6caf,ADF,Beginner,True
66123891c478ba97b06a713c,66123833c478ba97b06a6caf,Python,Amateur,True
66123891c478ba97b06a713d,66123833c478ba97b06a6caf,AWS Lambda,Excellent,True
66123891c478ba97b06a713e,66123833c478ba97b06a6cb0,PHP,Beginner,True
66123891c478ba97b06a713f,66123833c478ba97b06a6cb0,ADF,Excellent,True
66123891c478ba97b06a7140,66123833c478ba97b06a6cb0,Alteryx,Excellent,True
66123891c478ba97b06a7141,66123833c478ba97b06a6cb1,SQL,Beginner,True
66123891c478ba97b06a7142,66123833c478ba97b06a6cb1,React,Amateur,True
66123891c478ba97b06a7143,66123833c478ba97b06a6cb1,Angular,Excellent,True
66123891c478ba97b06a7144,66123833c478ba97b06a6cb2,Alteryx,Beginner,True
66123891c478ba97b06a7145,66123833c478ba97b06a6cb2,SQL,Amateur,True
66123891c478ba97b06a7146,66123833c478ba97b06a6cb2,PHP,Excellent,True
66123891c478ba97b06a7147,66123833c478ba97b06a6cb3,React Native,Beginner,True
66123891c478ba97b06a7148,66123833c478ba97b06a6cb3,ADF,Amateur,True
66123891c478ba97b06a7149,66123833c478ba97b06a6cb3,Power BI,Beginner,True
66123891c478ba97b06a714a,66123833c478ba97b06a6cb4,AWS Lambda,Amateur,True
66123891c478ba97b06a714b,66123833c478ba97b06a6cb4,Angular,Excellent,True
66123891c478ba97b06a714c,66123833c478ba97b06a6cb4,PHP,Excellent,True
66123891c478ba97b06a714d,66123833c478ba97b06a6cb5,React Native,Beginner,True
66123891c478ba97b06a714e,66123833c478ba97b06a6cb5,AWS Lambda,Amateur,True
66123891c478ba97b06a714f,66123833c478ba97b06a6cb5,Snowflake,Beginner,True
66123891c478ba97b06a7150,66123833c478ba97b06a6cb6,ADF,Beginner,True
66123891c478ba97b06a7151,66123833c478ba97b06a6cb6,Python,Amateur,True
66123891c478ba97b06a7152,66123833c478ba97b06a6cb6,Javascript,Beginner,True
66123891c478ba97b06a7153,66123833c478ba97b06a6cb7,Alteryx,Beginner,True
66123891c478ba97b06a7154,66123833c478ba97b06a6cb7,PHP,Beginner,True
66123891c478ba97b06a7155,66123833c478ba97b06a6cb7,React Native,Amateur,True
66123891c478ba97b06a7156,66123833c478ba97b06a6cb8,Alteryx,Excellent,True
66123891c478ba97b06a7157,66123833c478ba97b06a6cb8,Power BI,Beginner,True
66123891c478ba97b06a7158,66123833c478ba97b06a6cb8,PHP,Amateur,True
66123892c478ba97b06a7159,66123833c478ba97b06a6cb9,Javascript,Amateur,True
66123892c478ba97b06a715a,66123833c478ba97b06a6cb9,SQL,Beginner,True
66123892c478ba97b06a715b,66123833c478ba97b06a6cb9,Snowflake,Excellent,True
66123892c478ba97b06a715c,66123833c478ba97b06a6cba,Snowflake,Excellent,True
66123892c478ba97b06a715d,66123833c478ba97b06a6cba,Power BI,Amateur,True
66123892c478ba97b06a715e,66123833c478ba97b06a6cba,Alteryx,Beginner,True
66123892c478ba97b06a715f,66123833c478ba97b06a6cbb,SQL,Excellent,True
66123892c478ba97b06a7160,66123833c478ba97b06a6cbb,Angular,Excellent,True
66123892c478ba97b06a7161,66123833c478ba97b06a6cbb,React Native,Beginner,True
66123892c478ba97b06a7162,66123833c478ba97b06a6cbc,ADF,Beginner,True
66123892c478ba97b06a7163,66123833c478ba97b06a6cbc,PHP,Beginner,True
66123892c478ba97b06a7164,66123833c478ba97b06a6cbc,React,Beginner,True
66123892c478ba97b06a7165,66123833c478ba97b06a6cbd,Python,Beginner,True
66123892c478ba97b06a7166,66123833c478ba97b06a6cbd,ADF,Beginner,True
66123892c478ba97b06a7167,66123833c478ba97b06a6cbd,PHP,Beginner,True
66123892c478ba97b06a7168,66123833c478ba97b06a6cbe,Power BI,Beginner,True
66123892c478ba97b06a7169,66123833c478ba97b06a6cbe,Angular,Excellent,True
66123892c478ba97b06a716a,66123833c478ba97b06a6cbe,Alteryx,Amateur,True
66123892c478ba97b06a716b,66123834c478ba97b06a6cbf,ADF,Excellent,True
66123892c478ba97b06a716c,66123834c478ba97b06a6cbf,PHP,Beginner,True
66123892c478ba97b06a716d,66123834c478ba97b06a6cbf,Power BI,Beginner,True
66123892c478ba97b06a716e,66123834c478ba97b06a6cc0,Javascript,Amateur,True
66123892c478ba97b06a716f,66123834c478ba97b06a6cc0,React,Excellent,True
66123892c478ba97b06a7170,66123834c478ba97b06a6cc0,React Native,Excellent,True
66123892c478ba97b06a7171,66123834c478ba97b06a6cc1,Python,Excellent,True
66123892c478ba97b06a7172,66123834c478ba97b06a6cc1,ADF,Excellent,True
66123892c478ba97b06a7173,66123834c478ba97b06a6cc1,PHP,Amateur,True
66123892c478ba97b06a7174,66123834c478ba97b06a6cc2,ADF,Amateur,True
66123892c478ba97b06a7175,66123834c478ba97b06a6cc2,SQL,Beginner,True
66123892c478ba97b06a7176,66123834c478ba97b06a6cc2,Alteryx,Beginner,True
66123892c478ba97b06a7177,66123834c478ba97b06a6cc3,Snowflake,Beginner,True
66123892c478ba97b06a7178,66123834c478ba97b06a6cc3,Javascript,Excellent,True
66123892c478ba97b06a7179,66123834c478ba97b06a6cc3,SQL,Excellent,True
66123892c478ba97b06a717a,66123834c478ba97b06a6cc4,React,Amateur,True
66123892c478ba97b06a717b,66123834c478ba97b06a6cc4,Alteryx,Amateur,True
66123892c478ba97b06a717c,66123834c478ba97b06a6cc4,SQL,Amateur,True
66123892c478ba97b06a717d,66123834c478ba97b06a6cc5,Javascript,Beginner,True
66123892c478ba97b06a717e,66123834c478ba97b06a6cc5,Python,Beginner,True
66123892c478ba97b06a717f,66123834c478ba97b06a6cc5,PHP,Beginner,True
66123892c478ba97b06a7180,66123834c478ba97b06a6cc6,ADF,Excellent,True
66123892c478ba97b06a7181,66123834c478ba97b06a6cc6,PHP,Amateur,True
66123892c478ba97b06a7182,66123834c478ba97b06a6cc6,Angular,Beginner,True
66123892c478ba97b06a7183,66123834c478ba97b06a6cc7,Alteryx,Amateur,True
66123892c478ba97b06a7184,66123834c478ba97b06a6cc7,ADF,Excellent,True
66123892c478ba97b06a7185,66123834c478ba97b06a6cc7,React,Beginner,True
66123892c478ba97b06a7186,66123834c478ba97b06a6cc8,SQL,Excellent,True
66123892c478ba97b06a7187,66123834c478ba97b06a6cc8,React Native,Amateur,True
66123892c478ba97b06a7188,66123834c478ba97b06a6cc8,AWS Lambda,Beginner,True
66123892c478ba97b06a7189,66123834c478ba97b06a6cc9,SQL,Excellent,True
66123892c478ba97b06a718a,66123834c478ba97b06a6cc9,React Native,Amateur,True
66123892c478ba97b06a718b,66123834c478ba97b06a6cc9,Snowflake,Beginner,True
66123892c478ba97b06a718c,66123834c478ba97b06a6cca,SQL,Beginner,True
66123892c478ba97b06a718d,66123834c478ba97b06a6cca,Snowflake,Excellent,True
66123892c478ba97b06a718e,66123834c478ba97b06a6cca,React,Excellent,True
